"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0030154","GO:0030154","cell differentiation","101/242","3165/16604",2.3960011024249e-16,7.75868720621591e-14,5.51653459563092e-14,"Unc5a/Unc5b/Bmp3/Chrna3/Slc8a3/Tle6/Adcyap1r1/Arl4a/Barx1/Barx2/Bmp7/Clu/Cobl/Col1a1/Cux2/Dlx3/Dmpk/Nr2f1/Evx1/Fgf15/Fgf4/Fgfr3/Fgfr4/Gata3/Gata4/Gata5/Gata6/Gdf10/Gfra3/Hand1/Hand2/Hhip/Hoxa13/Ibsp/Id1/Id2/Id3/Igfbp5/Il15/Irx3/Isl1/Smad6/Msx1/Msx2/Myf5/Nbl1/Ngf/Nog/Nptx1/Pax1/Pax8/Ptpru/Aldh1a2/Slc1a3/Snai2/Spp1/Cpeb3/Unc5d/Tbx2/Tbx3/Wfikkn1/Tec/Tmod1/Tph1/Tshr/Vtn/Wisp1/Wnt4/Wnt7a/Wt1/Prdm6/Prdm13/P2rx2/Cyp26b1/A2m/Apob/Grem1/Grin3a/Plxna4/Nfkbid/Shank1/Olfm2/Amot/Olig2/Irx5/Cyp26c1/Smad9/Heyl/Nupr1/Cacna2d2/Lgi1/Tbx20/Smoc1/Rab32/Bambi/Prdm16/Atoh8/Fam101a/Bhlhe41/Bcl9l/Wnt16",101
"GO:0009887","GO:0009887","organ morphogenesis","49/242","895/16604",5.40202302647487e-16,1.58384506234709e-13,1.12613588463226e-13,"Alx3/Alx4/Barx2/Bmp7/Col9a1/Col1a1/Dlx3/Fgf4/Fgfr3/Fgfr4/Gata3/Gata4/Gata5/Gata6/Hand1/Hand2/Hhip/Hoxa13/Id1/Id2/Igfbp5/Isl1/Smad7/Msx1/Msx2/Myf5/Nkx3-1/Nog/Pax1/Pax8/Pax9/Aldh1a2/Prrx2/Snai2/Tbx2/Tbx3/Stox1/Tshr/Wnt4/Wnt7a/Wt1/Cyp26b1/Grem1/Irx5/Heyl/Tbx20/Fam101a/Sp6/Wnt16",49
"GO:0048856","GO:0048856","anatomical structure development","120/242","4243/16604",5.7804564319237e-16,1.58384506234709e-13,1.12613588463226e-13,"Unc5a/Unc5b/Bmp3/Chrna3/Slc8a3/Dok4/Tle6/Adra1a/Alx3/Alx4/Barx1/Barx2/Bmp7/Cldn1/Clu/Cobl/Col9a1/Col1a1/Cux2/Dlx3/Dmpk/Ecm1/Nr2f1/Evx1/Evx2/Eya2/Fgf15/Fgf4/Fgfr3/Fgfr4/Gata3/Gata4/Gata5/Gata6/Gdf10/Gfra3/Gng8/Hand1/Hand2/Hhip/Hoxa13/Ibsp/Id1/Id2/Id3/Igfbp5/Il15/Irx3/Isl1/Lrrn1/Smad6/Smad7/Mbp/Msx1/Msx2/Myf5/Nbl1/Ngf/Nkx3-1/Nog/Nptx1/Pax1/Pax8/Pax9/Aldh1a2/Prrx2/Sct/Slc1a3/Snai2/Spp1/Cpeb3/Unc5d/Tbx2/Tbx3/Wfikkn1/Stox1/Agap2/Adamts2/Tec/Tmod1/Tph1/Tshr/Vtn/Wisp1/Wnt4/Wnt7a/Wt1/Prdm6/Prdm13/P2rx2/Cyp26b1/Apob/Grem1/Dusp5/Grin3a/Lrrtm4/Plxna4/Nfkbid/Shank1/Olfm2/Amot/Klk14/Olig2/Irx5/Cyp26c1/Smad9/Heyl/Nupr1/Cacna2d2/Lgi1/Tbx20/Smoc1/Bambi/Prdm16/Atoh8/Fam101a/Bhlhe41/Bcl9l/Sp6/Wnt16",120
"GO:0050789","GO:0050789","regulation of biological process","181/242","8313/16604",2.06186505734409e-15,5.12490519345505e-13,3.64387892533847e-13,"Unc5a/Unc5b/Dio3/Chrnb4/Bmp3/Chrna3/Dok4/Chrna6/Tle6/Adcyap1r1/Adra1a/Aebp1/Alx3/Alx4/Apod/Aqp3/Arl4a/Barx1/Barx2/Bmp7/Car7/Clu/Cobl/Col1a1/Cux2/Dcn/Dlx3/Dmpk/Ecm1/Nr2f1/Evx1/Evx2/Eya2/Fgf15/Fgf4/Fgfr3/Fgfr4/Gabre/Gata3/Gata4/Gata5/Gata6/Gdf10/Gfra3/Gna14/Gng4/Gng8/Gpr50/Hand1/Hand2/Hhip/Hoxa13/Id1/Id2/Id3/Igfbp5/Il15/Irx3/Isl1/Kcnj12/Lrrn1/Lum/Blnk/Papln/Syt12/Smad6/Smad7/Msx1/Msx2/Msx3/Myf5/Nbl1/Ngf/Nkx3-1/Nog/Ntsr1/Oprk1/Pax1/Pax8/Pax9/Peg3/Plcb2/Ptpru/Aldh1a2/Rasd1/Rgs5/Prrx2/Sct/Scg5/Slc1a3/Snai2/Baiap2l2/Spp1/Cpeb3/Abcc8/Unc5d/Tbx2/Tbx3/Wfikkn1/Stox1/Agap2/Tec/Arl5c/Tle2/Tmod1/Tnni2/Tph1/Trh/Tshr/Vtn/Wisp1/Wnt4/Wnt7a/Wt1/Prdm6/Slc30a10/Prdm13/Cyp26b1/A2m/Apob/Kcnh5/Grem1/Rxfp3/Dusp5/Grin3a/Lrrtm4/Grip2/Plxna4/Nfkbid/Shank1/Olfm2/Avpr1b/Fam107a/Irf5/Zfp354b/Magel2/Amot/Lmcd1/Klk14/Pkd2l1/Lgr6/Susd5/Rnf207/Olig2/Grb14/Irf7/Rasa4/Irx5/Hpgds/Smad9/Heyl/Nupr1/Cacna2d2/Lgi1/Tbx20/Isg20/Rab37/Fxyd6/Iigp1/Smoc1/Rnf128/Rab32/Rprm/Bambi/Asb12/Prdm16/Atoh8/Scara5/Zcchc12/Kremen2/Fam101a/Rasgef1c/Igfbpl1/Zbtb4/Svip/Sphkap/Bhlhe41/Bcl9l/Sp6/Sytl2/Wnt16",181
"GO:0044767","GO:0044767","single-organism developmental process","127/242","4722/16604",2.15815771762565e-15,5.12490519345505e-13,3.64387892533847e-13,"Unc5a/Unc5b/Dio3/Bmp3/Chrna3/Slc8a3/Dok4/Tle6/Adcyap1r1/Adra1a/Alx3/Alx4/Arl4a/Barx1/Barx2/Bmp7/Cldn1/Clu/Cobl/Col9a1/Col1a1/Cux2/Dlx3/Dmpk/Ecm1/Nr2f1/Evx1/Evx2/Eya2/Fgf15/Fgf4/Fgfr3/Fgfr4/Gata3/Gata4/Gata5/Gata6/Gdf10/Gfra3/Gng8/Hand1/Hand2/Hhip/Hoxa13/Ibsp/Id1/Id2/Id3/Igfbp5/Il15/Irx3/Isl1/Lrrn1/Smad6/Smad7/Mbp/Msx1/Msx2/Msx3/Myf5/Nbl1/Ngf/Nkx3-1/Nog/Nptx1/Pax1/Pax8/Pax9/Ptpru/Aldh1a2/Prrx2/Sct/Slc1a3/Snai2/Spp1/Cpeb3/Unc5d/Tbx2/Tbx3/Wfikkn1/Stox1/Agap2/Adamts2/Tec/Tmod1/Tph1/Tshr/Vtn/Wisp1/Wnt4/Wnt7a/Wt1/Prdm6/Prdm13/P2rx2/Cyp26b1/A2m/Apob/Grem1/Dusp5/Grin3a/Lrrtm4/Plxna4/Nfkbid/Shank1/Olfm2/Amot/Klk14/Olig2/Irx5/Cyp26c1/Smad9/Heyl/Nupr1/Cacna2d2/Lgi1/Tbx20/Smoc1/Rab32/Bambi/Prdm16/Atoh8/Fam101a/Bhlhe41/Bcl9l/Sp6/Wnt16",127
"GO:0032502","GO:0032502","developmental process","127/242","4757/16604",3.99295727590047e-15,8.22275464130843e-13,5.8464930012672e-13,"Unc5a/Unc5b/Dio3/Bmp3/Chrna3/Slc8a3/Dok4/Tle6/Adcyap1r1/Adra1a/Alx3/Alx4/Arl4a/Barx1/Barx2/Bmp7/Cldn1/Clu/Cobl/Col9a1/Col1a1/Cux2/Dlx3/Dmpk/Ecm1/Nr2f1/Evx1/Evx2/Eya2/Fgf15/Fgf4/Fgfr3/Fgfr4/Gata3/Gata4/Gata5/Gata6/Gdf10/Gfra3/Gng8/Hand1/Hand2/Hhip/Hoxa13/Ibsp/Id1/Id2/Id3/Igfbp5/Il15/Irx3/Isl1/Lrrn1/Smad6/Smad7/Mbp/Msx1/Msx2/Msx3/Myf5/Nbl1/Ngf/Nkx3-1/Nog/Nptx1/Pax1/Pax8/Pax9/Ptpru/Aldh1a2/Prrx2/Sct/Slc1a3/Snai2/Spp1/Cpeb3/Unc5d/Tbx2/Tbx3/Wfikkn1/Stox1/Agap2/Adamts2/Tec/Tmod1/Tph1/Tshr/Vtn/Wisp1/Wnt4/Wnt7a/Wt1/Prdm6/Prdm13/P2rx2/Cyp26b1/A2m/Apob/Grem1/Dusp5/Grin3a/Lrrtm4/Plxna4/Nfkbid/Shank1/Olfm2/Amot/Klk14/Olig2/Irx5/Cyp26c1/Smad9/Heyl/Nupr1/Cacna2d2/Lgi1/Tbx20/Smoc1/Rab32/Bambi/Prdm16/Atoh8/Fam101a/Bhlhe41/Bcl9l/Sp6/Wnt16",127
"GO:0051094","GO:0051094","positive regulation of developmental process","53/242","1091/16604",4.14864327568562e-15,8.22275464130843e-13,5.8464930012672e-13,"Dio3/Tle6/Bmp7/Clu/Cobl/Col1a1/Cux2/Ecm1/Fgfr3/Fgfr4/Gata3/Gata4/Gata6/Gdf10/Hand2/Id2/Il15/Irx3/Isl1/Lrrn1/Msx2/Myf5/Nbl1/Ngf/Nog/Pax8/Snai2/Cpeb3/Tbx2/Stox1/Agap2/Tph1/Tshr/Wisp1/Wnt4/Wnt7a/Wt1/Cyp26b1/Apob/Grem1/Lrrtm4/Shank1/Olfm2/Amot/Olig2/Smad9/Heyl/Cacna2d2/Tbx20/Bambi/Prdm16/Atoh8/Bcl9l",53
"GO:0042221","GO:0042221","response to chemical","87/242","2584/16604",4.15523816798292e-15,8.22275464130843e-13,5.8464930012672e-13,"Unc5a/Unc5b/Chrnb4/Chrna3/Slc8a3/Adh1/Adra1a/Apod/Aqp3/Bmp7/Clu/Col1a1/Cux2/Ecm1/Nr2f1/Fgf15/Fgf4/Fgfr3/Fgfr4/Gata3/Gata4/Gata5/Gata6/Gfra3/Gng8/Hhip/Hoxa13/Ibsp/Id1/Id2/Igfbp5/Isl1/Smad6/Smad7/Mbp/Mme/Msx1/Msx2/Nbl1/Ngf/Nkx3-1/Nog/Nptx1/Ntsr1/Oprk1/Pax8/Pax9/Plcb2/Aldh1a2/Slc1a3/Snai2/Baiap2l2/Spp1/Cpeb3/Abcc8/Unc5d/Stox1/Trh/Tshr/Wnt4/Wnt7a/Wt1/Slc30a10/Slc10a4/P2rx2/Apob/Grem1/Grin3a/Plxna4/Shank1/Avpr1b/Irf5/Amot/Pkd2l1/Grb14/Irf7/Rasa4/Smad9/Nupr1/Lgi1/Iigp1/Bambi/Prdm16/Zcchc12/Svip/Bcl9l/Wnt16",87
"GO:0007275","GO:0007275","multicellular organismal development","114/242","4052/16604",9.46128881828912e-15,1.77374267214452e-12,1.26115572835477e-12,"Unc5a/Unc5b/Bmp3/Chrna3/Slc8a3/Dok4/Tle6/Adcyap1r1/Adra1a/Alx3/Alx4/Barx1/Barx2/Bmp7/Cldn1/Clu/Cobl/Col9a1/Col1a1/Cux2/Dlx3/Ecm1/Nr2f1/Evx1/Evx2/Eya2/Fgf15/Fgf4/Fgfr3/Fgfr4/Gata3/Gata4/Gata5/Gata6/Gfra3/Gng8/Hand1/Hand2/Hhip/Hoxa13/Ibsp/Id1/Id2/Id3/Igfbp5/Il15/Irx3/Isl1/Lrrn1/Smad6/Smad7/Mbp/Msx1/Msx2/Msx3/Myf5/Nbl1/Ngf/Nkx3-1/Nog/Nptx1/Pax1/Pax8/Pax9/Aldh1a2/Prrx2/Sct/Slc1a3/Snai2/Spp1/Cpeb3/Unc5d/Tbx2/Tbx3/Wfikkn1/Stox1/Agap2/Adamts2/Tph1/Tshr/Vtn/Wisp1/Wnt4/Wnt7a/Wt1/Prdm6/Prdm13/P2rx2/Cyp26b1/Apob/Grem1/Dusp5/Grin3a/Lrrtm4/Plxna4/Nfkbid/Shank1/Amot/Olig2/Irx5/Cyp26c1/Smad9/Heyl/Nupr1/Lgi1/Tbx20/Smoc1/Bambi/Prdm16/Atoh8/Fam101a/Bcl9l/Sp6/Wnt16",114
"GO:0007166","GO:0007166","cell surface receptor signaling pathway","70/242","1833/16604",1.37264746282255e-14,2.42631542419952e-12,1.7251440381288e-12,"Unc5a/Unc5b/Bmp3/Chrna3/Dok4/Adcyap1r1/Apod/Barx1/Bmp7/Col1a1/Ecm1/Eya2/Fgf15/Fgf4/Fgfr3/Fgfr4/Gata3/Gata4/Gata6/Gdf10/Gfra3/Gpr50/Hand2/Hhip/Hoxa13/Id1/Igfbp5/Isl1/Blnk/Smad6/Smad7/Msx1/Msx2/Nbl1/Ngf/Nkx3-1/Nog/Ptpru/Prrx2/Snai2/Baiap2l2/Tbx2/Agap2/Tec/Tle2/Wisp1/Wnt4/Wnt7a/Grem1/Grin3a/Grip2/Plxna4/Shank1/Irf5/Pkd2l1/Lgr6/Susd5/Grb14/Irf7/Smad9/Heyl/Tbx20/Iigp1/Bambi/Prdm16/Atoh8/Zcchc12/Kremen2/Bcl9l/Wnt16",70
"GO:0050793","GO:0050793","regulation of developmental process","73/242","1970/16604",1.43044985705194e-14,2.42631542419952e-12,1.7251440381288e-12,"Dio3/Chrna3/Tle6/Bmp7/Clu/Cobl/Col1a1/Cux2/Dmpk/Ecm1/Nr2f1/Fgfr3/Fgfr4/Gata3/Gata4/Gata6/Gdf10/Hand2/Hhip/Id1/Id2/Id3/Igfbp5/Il15/Irx3/Isl1/Lrrn1/Msx1/Msx2/Myf5/Nbl1/Ngf/Nkx3-1/Nog/Pax8/Pax9/Snai2/Cpeb3/Unc5d/Tbx2/Tbx3/Stox1/Agap2/Tph1/Tshr/Wisp1/Wnt4/Wnt7a/Wt1/Prdm6/Cyp26b1/Apob/Grem1/Lrrtm4/Plxna4/Nfkbid/Shank1/Olfm2/Amot/Olig2/Smad9/Heyl/Nupr1/Cacna2d2/Tbx20/Smoc1/Bambi/Prdm16/Atoh8/Fam101a/Bhlhe41/Bcl9l/Sp6",73
"GO:0051716","GO:0051716","cellular response to stimulus","130/242","5025/16604",1.79003082423541e-14,2.89822263451206e-12,2.06067663306718e-12,"Unc5a/Unc5b/Chrnb4/Bmp3/Chrna3/Slc8a3/Dok4/Adcyap1r1/Adra1a/Apod/Arl4a/Barx1/Bmp7/Car7/Clu/Col1a1/Cux2/Dmpk/Ecm1/Nr2f1/Eya2/Fgf15/Fgf4/Fgfr3/Fgfr4/Gabre/Gata3/Gata4/Gata5/Gata6/Gdf10/Gfra3/Gna14/Gng4/Gng8/Gpr50/Hand2/Hhip/Hoxa13/Ibsp/Id1/Id2/Igfbp5/Il15/Isl1/Blnk/Smad6/Smad7/Mme/Msx1/Msx2/Nbl1/Ngf/Nkx3-1/Nog/Nptx1/Ntsr1/Oprk1/Pax8/Pax9/Plcb2/Ptpru/Aldh1a2/Rasd1/Rgs5/Prrx2/Scg5/Slc1a3/Snai2/Baiap2l2/Spp1/Cpeb3/Abcc8/Unc5d/Tbx2/Tbx3/Stox1/Agap2/Tec/Arl5c/Tle2/Trh/Tshr/Wisp1/Wnt4/Wnt7a/Wt1/P2rx2/Cyp26b1/Kcnh5/Grem1/Rxfp3/Dusp5/Grin3a/Grip2/Plxna4/Nfkbid/Shank1/Avpr1b/Irf5/Amot/Lmcd1/Klk14/Pkd2l1/Lgr6/Susd5/Grb14/Irf7/Rasa4/Smad9/Heyl/Nupr1/Tbx20/Rab37/Iigp1/Smoc1/Rab32/Bambi/Asb12/Prdm16/Atoh8/Scara5/Zcchc12/Kremen2/Rasgef1c/Zbtb4/Svip/Sphkap/Bcl9l/Wnt16",130
"GO:0048869","GO:0048869","cellular developmental process","101/242","3381/16604",2.19219469541741e-14,3.39504239351166e-12,2.4139223968761e-12,"Unc5a/Unc5b/Bmp3/Chrna3/Slc8a3/Tle6/Adcyap1r1/Arl4a/Barx1/Barx2/Bmp7/Clu/Cobl/Col1a1/Cux2/Dlx3/Dmpk/Nr2f1/Evx1/Fgf15/Fgf4/Fgfr3/Fgfr4/Gata3/Gata4/Gata5/Gata6/Gdf10/Gfra3/Hand1/Hand2/Hhip/Hoxa13/Ibsp/Id1/Id2/Id3/Igfbp5/Il15/Irx3/Isl1/Smad6/Msx1/Msx2/Myf5/Nbl1/Ngf/Nog/Nptx1/Pax1/Pax8/Ptpru/Aldh1a2/Slc1a3/Snai2/Spp1/Cpeb3/Unc5d/Tbx2/Tbx3/Wfikkn1/Tec/Tmod1/Tph1/Tshr/Vtn/Wisp1/Wnt4/Wnt7a/Wt1/Prdm6/Prdm13/P2rx2/Cyp26b1/A2m/Apob/Grem1/Grin3a/Plxna4/Nfkbid/Shank1/Olfm2/Amot/Olig2/Irx5/Cyp26c1/Smad9/Heyl/Nupr1/Cacna2d2/Lgi1/Tbx20/Smoc1/Rab32/Bambi/Prdm16/Atoh8/Fam101a/Bhlhe41/Bcl9l/Wnt16",101
"GO:0007165","GO:0007165","signal transduction","110/242","3877/16604",2.36495312512976e-14,3.50998459654675e-12,2.49564790309745e-12,"Unc5a/Unc5b/Chrnb4/Bmp3/Chrna3/Dok4/Adcyap1r1/Adra1a/Apod/Arl4a/Barx1/Bmp7/Clu/Col1a1/Dmpk/Ecm1/Nr2f1/Eya2/Fgf15/Fgf4/Fgfr3/Fgfr4/Gabre/Gata3/Gata4/Gata6/Gdf10/Gfra3/Gna14/Gng4/Gng8/Gpr50/Hand2/Hhip/Hoxa13/Id1/Igfbp5/Il15/Isl1/Blnk/Smad6/Smad7/Msx1/Msx2/Nbl1/Ngf/Nkx3-1/Nog/Ntsr1/Oprk1/Plcb2/Ptpru/Aldh1a2/Rasd1/Rgs5/Prrx2/Scg5/Snai2/Baiap2l2/Unc5d/Tbx2/Stox1/Agap2/Tec/Arl5c/Tle2/Trh/Tshr/Wisp1/Wnt4/Wnt7a/Cyp26b1/Kcnh5/Grem1/Rxfp3/Dusp5/Grin3a/Grip2/Plxna4/Nfkbid/Shank1/Avpr1b/Irf5/Amot/Lmcd1/Klk14/Pkd2l1/Lgr6/Susd5/Grb14/Irf7/Rasa4/Smad9/Heyl/Nupr1/Tbx20/Rab37/Iigp1/Smoc1/Rab32/Bambi/Asb12/Prdm16/Atoh8/Zcchc12/Kremen2/Rasgef1c/Sphkap/Bcl9l/Wnt16",110
"GO:0044763","GO:0044763","single-organism cellular process","195/242","9577/16604",2.49867863914612e-14,3.5601173250554e-12,2.53129297085708e-12,"Unc5a/Unc5b/Chrnb4/Slco4a1/Cbr3/Bmp3/Chrna3/Slc8a3/Abca4/Dok4/Chrna6/Tle6/Adcyap1r1/Adh1/Adra1a/Alx3/Alx4/Apod/Aqp3/Arl4a/Barx1/Barx2/Bmp7/Car7/Cldn1/Clu/Cobl/Col1a1/Cux2/Dcn/Dlx3/Dmpk/Ecm1/Nr2f1/Evx1/Eya2/Fgf15/Fgf4/Fgfr3/Fgfr4/Fut1/Gabre/Gad1/Gata3/Gata4/Gata5/Gata6/Gdf10/Gfra3/Gna14/Gng4/Gng8/Gpr50/Hand1/Hand2/Hhip/Hoxa13/Ibsp/Id1/Id2/Id3/Igfbp5/Il15/Irx3/Isl1/Kcnj12/Lrrn1/Blnk/Syt12/Smad6/Smad7/Mbp/Mme/Msx1/Msx2/Msx3/Myf5/Nbl1/Ngf/Nkx3-1/Nog/Nptx1/Ntsr1/Oprk1/Pax1/Pax8/Peg3/Plcb2/Pnliprp2/Ptpru/Aldh1a2/Rasd1/Rgs5/Prrx2/Sct/Scg5/Slc1a3/Snai2/Baiap2l2/Spp1/Cpeb3/Abcc8/Slc38a5/Unc5d/Tbx2/Tbx3/Wfikkn1/Stox1/Agap2/Adamts2/Tec/Arl5c/Tle2/Tmod1/Tph1/Trh/Tshr/Vtn/Wisp1/Wnt4/Wnt7a/Wt1/Prdm6/Slc30a10/Prdm13/P2rx2/Cyp26b1/A2m/Slc9a7/Apob/Kcnh5/Grem1/Rxfp3/Slc16a12/Dusp5/Grin3a/Lrrtm4/Grip2/Plxna4/Nfkbid/Shank1/Olfm2/Avpr1b/Prnd/Fam107a/Irf5/Magel2/Amot/Lmcd1/Klk14/Svopl/Treml2/Pkd2l1/Lgr6/Susd5/Rnf207/Olig2/Grb14/Irf7/Rasa4/Irx5/Hpgds/Cyp26c1/Smad9/Heyl/Nupr1/Cacna2d2/Lgi1/Tbx20/Rab37/Fxyd6/Iigp1/Smoc1/Sv2b/Rab32/Rprm/Bambi/Asb12/Prdm16/Atoh8/Scara5/Zcchc12/Kremen2/Fam101a/Rasgef1c/Igfbpl1/Svip/Abca6/Atp6v0e2/Sphkap/Bhlhe41/Bcl9l/Syt13/Sytl2/Wnt16",195
"GO:0050896","GO:0050896","response to stimulus","146/242","6064/16604",3.19748568978172e-14,4.38055539500095e-12,3.11463585814365e-12,"Unc5a/Unc5b/Chrnb4/Bmp3/Chrna3/Slc8a3/Abca4/Dok4/Adcyap1r1/Adh1/Adra1a/Apod/Aqp3/Arl4a/Barx1/Bmp7/Car7/Clu/Col1a1/Cux2/Dmpk/Ecm1/Nr2f1/Eya2/Fgf15/Fgf4/Fgfr3/Fgfr4/Gabre/Gata3/Gata4/Gata5/Gata6/Gdf10/Gfra3/Gna14/Gng4/Gng8/Gpr50/Hand2/Hhip/Hoxa13/Ibsp/Id1/Id2/Igfbp5/Il15/Isl1/Blnk/Smad6/Smad7/Mbp/Mme/Msx1/Msx2/Nbl1/Ngf/Nkx3-1/Nog/Nptx1/Ntsr1/Oprk1/Pax8/Pax9/Plcb2/Pnliprp2/Ptpru/Aldh1a2/Rasd1/Rgs5/Prrx2/Sct/Scg5/Slc1a3/Snai2/Baiap2l2/Spp1/Cpeb3/Abcc8/Unc5d/Tbx2/Tbx3/Stox1/Agap2/Tec/Arl5c/Tle2/Trh/Tshr/Vtn/Wisp1/Wnt4/Wnt7a/Wt1/Slc30a10/Slc10a4/P2rx2/Cyp26b1/A2m/Apob/Kcnh5/Grem1/Rxfp3/Dusp5/Grin3a/Grip2/Plxna4/Nfkbid/Shank1/Avpr1b/Irf5/Amot/Lmcd1/Klk14/Pkd2l1/Lgr6/Susd5/Grb14/Irf7/Rasa4/Irx5/Smad9/Heyl/Nupr1/Lgi1/Tbx20/Isg20/Rab37/Iigp1/Smoc1/Rab32/Bambi/Asb12/Prdm16/Atoh8/Scara5/Zcchc12/Kremen2/Rasgef1c/Gpx6/Zbtb4/Svip/Sphkap/Bhlhe41/Bcl9l/Wnt16",146
"GO:0044699","GO:0044699","single-organism process","208/242","10716/16604",4.48131596270106e-14,5.91201757745969e-12,4.20352678606579e-12,"Unc5a/Unc5b/Dio3/Chrnb4/Slco4a1/Cbr3/Bmp3/Chrna3/Slc8a3/Abca4/Dok4/Chrna6/Tle6/Adcyap1r1/Adh1/Adra1a/Alx3/Alx4/Apod/Aqp3/Arl4a/Barx1/Barx2/Bmp7/Car7/Cldn1/Clu/Cobl/Col9a1/Col1a1/Cux2/Dcn/Dlx3/Dmpk/Ecm1/Nr2f1/Evx1/Evx2/Eya2/Fgf15/Fgf4/Fgfr3/Fgfr4/Fut1/Gabre/Gad1/Gata3/Gata4/Gata5/Gata6/Gdf10/Gfra3/Gna14/Gng4/Gng8/Gpr50/Hand1/Hand2/Hhip/Hoxa13/Ibsp/Id1/Id2/Id3/Igfbp5/Il15/Irx3/Isl1/Kcnj12/Lrrn1/Blnk/Syt12/Smad6/Smad7/Mbp/Mme/Msx1/Msx2/Msx3/Myf5/Nbl1/Ngf/Nkx3-1/Nog/Nptx1/Ntsr1/Oprk1/Pax1/Pax8/Pax9/Peg3/Plcb2/Pnliprp1/Pnliprp2/Ptpru/Aldh1a2/Rasd1/Rgs5/Prrx2/Sct/Scg5/Slc1a3/Snai2/Baiap2l2/Spp1/Cpeb3/Abcc8/Slc38a5/Unc5d/Tbx2/Tbx3/Wfikkn1/Stox1/Agap2/Adamts2/Tec/Arl5c/Tle2/Tmod1/Tnni2/Tph1/Trh/Tshr/Vtn/Wisp1/Wnt4/Wnt7a/Wt1/Prdm6/Slc30a10/Prdm13/Slc10a4/P2rx2/Cyp26b1/A2m/Slc9a7/Apob/Kcnh5/Grem1/Rxfp3/Slc16a12/Dusp5/Lrrc55/Grin3a/Lrrtm4/Grip2/Plxna4/Nfkbid/Shank1/Olfm2/Avpr1b/Prnd/Fam107a/Irf5/Magel2/Amot/Lmcd1/Klk14/P4ha3/Svopl/Treml2/Pkd2l1/Lgr6/Susd5/Rnf207/Olig2/Grb14/Irf7/Rasa4/Irx5/Hpgds/Cyp26c1/Smad9/Heyl/Nupr1/Cacna2d2/Lgi1/Tbx20/Rab37/Fxyd6/Iigp1/Smoc1/Sv2b/Rnf128/Rab32/Rprm/Bambi/Steap1/Asb12/Prdm16/Atoh8/Scara5/Zcchc12/Kremen2/Fam101a/Rasgef1c/Igfbpl1/Gpx6/Svip/Abca6/Atp6v0e2/Sphkap/Bhlhe41/Bcl9l/Syt13/Sp6/Sytl2/Wnt16",208
"GO:0009719","GO:0009719","response to endogenous stimulus","50/242","1052/16604",6.82169513475181e-14,8.67817073928069e-12,6.1703001857943e-12,"Chrnb4/Chrna3/Slc8a3/Adh1/Adra1a/Bmp7/Col1a1/Nr2f1/Fgf15/Fgf4/Fgfr3/Fgfr4/Gata3/Gata4/Gata5/Gata6/Hhip/Hoxa13/Id1/Igfbp5/Smad6/Smad7/Msx1/Msx2/Nbl1/Ngf/Nkx3-1/Nog/Oprk1/Pax8/Slc1a3/Snai2/Baiap2l2/Spp1/Cpeb3/Trh/Tshr/Wnt4/Wnt7a/Wt1/P2rx2/Grem1/Avpr1b/Irf5/Grb14/Smad9/Bambi/Prdm16/Zcchc12/Bcl9l",50
"GO:0060485","GO:0060485","mesenchyme development","22/242","200/16604",1.73405235310057e-13,2.12989464887733e-11,1.51438474103811e-11,"Bmp7/Col1a1/Fgf15/Gata4/Hand1/Hand2/Isl1/Msx1/Msx2/Nog/Aldh1a2/Snai2/Tbx2/Wnt4/Wt1/Grem1/Cyp26c1/Heyl/Tbx20/Bambi/Bcl9l/Wnt16",22
"GO:0009653","GO:0009653","anatomical structure morphogenesis","77/242","2276/16604",2.63910006525662e-13,3.13349147748136e-11,2.22795605509033e-11,"Unc5a/Unc5b/Chrna3/Alx3/Alx4/Barx2/Bmp7/Clu/Cobl/Col9a1/Col1a1/Cux2/Dlx3/Ecm1/Evx2/Fgf4/Fgfr3/Fgfr4/Gata3/Gata4/Gata5/Gata6/Gfra3/Hand1/Hand2/Hhip/Hoxa13/Id1/Id2/Igfbp5/Isl1/Smad6/Smad7/Msx1/Msx2/Myf5/Nbl1/Ngf/Nkx3-1/Nog/Nptx1/Pax1/Pax8/Pax9/Aldh1a2/Prrx2/Slc1a3/Snai2/Unc5d/Tbx2/Tbx3/Stox1/Tmod1/Tshr/Vtn/Wnt4/Wnt7a/Wt1/Cyp26b1/Apob/Grem1/Dusp5/Plxna4/Shank1/Amot/Klk14/Irx5/Smad9/Heyl/Lgi1/Tbx20/Bambi/Atoh8/Fam101a/Bcl9l/Sp6/Wnt16",77
