"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0048731","GO:0048731","system development","106/242","2935/13233",3.46853223627335e-14,1.09101104886416e-11,7.91290033614897e-12,"Unc5a/Unc5b/Bmp3/Chrna3/Slc8a3/Dok4/Tle6/Adra1a/Alx3/Alx4/Barx1/Barx2/Bmp7/Cldn1/Clu/Cobl/Col9a1/Col1a1/Cux2/Dlx3/Ecm1/Nr2f1/Evx1/Fgf15/Fgf4/Fgfr3/Fgfr4/Gata3/Gata4/Gata5/Gata6/Gfra3/Gng8/Hand1/Hand2/Hhip/Hoxa13/Ibsp/Id1/Id2/Id3/Igfbp5/Il15/Irx3/Isl1/Lrrn1/Smad6/Smad7/Mbp/Msx1/Msx2/Myf5/Nbl1/Ngf/Nkx3-1/Nog/Nptx1/Pax1/Pax8/Pax9/Aldh1a2/Prrx2/Sct/Slc1a3/Snai2/Spp1/Cpeb3/Unc5d/Tbx2/Tbx3/Wfikkn1/Stox1/Agap2/Adamts2/Tph1/Tshr/Vtn/Wisp1/Wnt4/Wnt7a/Wt1/Prdm6/Cyp26b1/Apob/Grem1/Grin3a/Lrrtm4/Plxna4/Nfkbid/Shank1/Amot/Olig2/Irx5/Smad9/Heyl/Nupr1/Lgi1/Tbx20/Smoc1/Bambi/Prdm16/Atoh8/Fam101a/Bcl9l/Sp6/Wnt16",106
"GO:0050793","GO:0050793","regulation of developmental process","73/242","1636/13233",1.0357591448339e-13,2.98643886760442e-11,2.16600859761757e-11,"Dio3/Chrna3/Tle6/Bmp7/Clu/Cobl/Col1a1/Cux2/Dmpk/Ecm1/Nr2f1/Fgfr3/Fgfr4/Gata3/Gata4/Gata6/Gdf10/Hand2/Hhip/Id1/Id2/Id3/Igfbp5/Il15/Irx3/Isl1/Lrrn1/Msx1/Msx2/Myf5/Nbl1/Ngf/Nkx3-1/Nog/Pax8/Pax9/Snai2/Cpeb3/Unc5d/Tbx2/Tbx3/Stox1/Agap2/Tph1/Tshr/Wisp1/Wnt4/Wnt7a/Wt1/Prdm6/Cyp26b1/Apob/Grem1/Lrrtm4/Plxna4/Nfkbid/Shank1/Olfm2/Amot/Olig2/Smad9/Heyl/Nupr1/Cacna2d2/Tbx20/Smoc1/Bambi/Prdm16/Atoh8/Fam101a/Bhlhe41/Bcl9l/Sp6",73
"GO:0009719","GO:0009719","response to endogenous stimulus","49/242","833/13233",1.83550102750979e-13,4.71646158471507e-11,3.42076191602091e-11,"Chrnb4/Chrna3/Slc8a3/Adh1/Adra1a/Bmp7/Col1a1/Nr2f1/Fgf15/Fgf4/Fgfr3/Fgfr4/Gata3/Gata4/Gata5/Gata6/Hhip/Hoxa13/Id1/Igfbp5/Smad6/Smad7/Msx1/Msx2/Nbl1/Ngf/Nkx3-1/Nog/Oprk1/Pax8/Slc1a3/Snai2/Baiap2l2/Spp1/Cpeb3/Trh/Tshr/Wnt4/Wnt7a/Wt1/Grem1/Avpr1b/Irf5/Grb14/Smad9/Bambi/Prdm16/Zcchc12/Bcl9l",49
"GO:0007154","GO:0007154","cell communication","118/242","3554/13233",1.90839486086737e-13,4.71646158471507e-11,3.42076191602091e-11,"Unc5a/Unc5b/Chrnb4/Bmp3/Chrna3/Dok4/Adcyap1r1/Adra1a/Arl4a/Barx1/Bmp7/Car7/Clu/Col1a1/Cux2/Dmpk/Ecm1/Nr2f1/Eya2/Fgf15/Fgf4/Fgfr3/Fgfr4/Gabre/Gata3/Gata4/Gata6/Gdf10/Gfra3/Gna14/Gng4/Gng8/Gpr50/Hand2/Hhip/Hoxa13/Id1/Igfbp5/Il15/Isl1/Blnk/Syt12/Smad6/Smad7/Msx1/Msx2/Nbl1/Ngf/Nkx3-1/Nog/Ntsr1/Oprk1/Pax8/Plcb2/Ptpru/Aldh1a2/Rasd1/Rgs5/Prrx2/Sct/Scg5/Slc1a3/Snai2/Baiap2l2/Cpeb3/Abcc8/Unc5d/Tbx2/Tbx3/Stox1/Agap2/Tec/Arl5c/Tle2/Trh/Tshr/Wisp1/Wnt4/Wnt7a/Cyp26b1/Grem1/Rxfp3/Dusp5/Grin3a/Grip2/Plxna4/Nfkbid/Shank1/Avpr1b/Irf5/Amot/Lmcd1/Pkd2l1/Lgr6/Susd5/Grb14/Irf7/Rasa4/Smad9/Heyl/Nupr1/Cacna2d2/Lgi1/Tbx20/Rab37/Smoc1/Sv2b/Rab32/Bambi/Asb12/Prdm16/Atoh8/Zcchc12/Rasgef1c/Bcl9l/Syt13/Sytl2/Wnt16",118
"GO:0048856","GO:0048856","anatomical structure development","116/242","3486/13233",3.22970405756051e-13,7.4498506927729e-11,5.40323822682403e-11,"Unc5a/Unc5b/Bmp3/Chrna3/Slc8a3/Dok4/Tle6/Adra1a/Alx3/Alx4/Barx1/Barx2/Bmp7/Cldn1/Clu/Cobl/Col9a1/Col1a1/Cux2/Dlx3/Dmpk/Ecm1/Nr2f1/Evx1/Evx2/Eya2/Fgf15/Fgf4/Fgfr3/Fgfr4/Gata3/Gata4/Gata5/Gata6/Gdf10/Gfra3/Gng8/Hand1/Hand2/Hhip/Hoxa13/Ibsp/Id1/Id2/Id3/Igfbp5/Il15/Irx3/Isl1/Lrrn1/Smad6/Smad7/Mbp/Msx1/Msx2/Myf5/Nbl1/Ngf/Nkx3-1/Nog/Nptx1/Pax1/Pax8/Pax9/Aldh1a2/Prrx2/Sct/Slc1a3/Snai2/Spp1/Cpeb3/Unc5d/Tbx2/Tbx3/Wfikkn1/Stox1/Agap2/Adamts2/Tec/Tmod1/Tph1/Tshr/Vtn/Wisp1/Wnt4/Wnt7a/Wt1/Prdm6/Cyp26b1/Apob/Grem1/Dusp5/Grin3a/Lrrtm4/Plxna4/Nfkbid/Shank1/Olfm2/Amot/Olig2/Irx5/Smad9/Heyl/Nupr1/Cacna2d2/Lgi1/Tbx20/Smoc1/Bambi/Prdm16/Atoh8/Fam101a/Bhlhe41/Bcl9l/Sp6/Wnt16",116
"GO:0051240","GO:0051240","positive regulation of multicellular organismal process","55/242","1048/13233",4.9601022117075e-13,1.07262210328175e-10,7.77952873204651e-11,"Dio3/Tle6/Adra1a/Bmp7/Clu/Cobl/Col1a1/Cux2/Ecm1/Fgfr4/Gata3/Gata4/Gata6/Gdf10/Hand2/Id2/Il15/Irx3/Isl1/Lrrn1/Smad6/Msx2/Myf5/Nbl1/Ngf/Nkx3-1/Nog/Pax8/Sct/Snai2/Spp1/Cpeb3/Tbx2/Stox1/Agap2/Tshr/Wisp1/Wnt4/Wnt7a/Wt1/Cyp26b1/Grem1/Lrrtm4/Shank1/Avpr1b/Amot/Olig2/Irf7/Heyl/Cacna2d2/Tbx20/Bambi/Atoh8/Bcl9l/Sytl2",55
"GO:0007166","GO:0007166","cell surface receptor signaling pathway","67/242","1496/13233",1.32866169385713e-12,2.7042173298504e-10,1.96131856232533e-10,"Unc5a/Unc5b/Bmp3/Chrna3/Dok4/Adcyap1r1/Barx1/Bmp7/Col1a1/Ecm1/Eya2/Fgf15/Fgf4/Fgfr3/Fgfr4/Gata3/Gata4/Gata6/Gdf10/Gfra3/Gpr50/Hand2/Hhip/Hoxa13/Id1/Igfbp5/Isl1/Blnk/Smad6/Smad7/Msx1/Msx2/Nbl1/Ngf/Nkx3-1/Nog/Ptpru/Prrx2/Snai2/Baiap2l2/Tbx2/Agap2/Tec/Tle2/Wisp1/Wnt4/Wnt7a/Grem1/Grin3a/Grip2/Plxna4/Shank1/Irf5/Pkd2l1/Lgr6/Susd5/Grb14/Irf7/Smad9/Heyl/Tbx20/Bambi/Prdm16/Atoh8/Zcchc12/Bcl9l/Wnt16",67
"GO:0048869","GO:0048869","cellular developmental process","98/242","2772/13233",2.57207201735507e-12,4.77443677233702e-10,3.46281024193838e-10,"Unc5a/Unc5b/Bmp3/Chrna3/Slc8a3/Tle6/Adcyap1r1/Arl4a/Barx1/Barx2/Bmp7/Clu/Cobl/Col1a1/Cux2/Dlx3/Dmpk/Nr2f1/Evx1/Fgf15/Fgf4/Fgfr3/Fgfr4/Gata3/Gata4/Gata5/Gata6/Gdf10/Gfra3/Hand1/Hand2/Hhip/Hoxa13/Ibsp/Id1/Id2/Id3/Igfbp5/Il15/Irx3/Isl1/Smad6/Msx1/Msx2/Myf5/Nbl1/Ngf/Nog/Nptx1/Pax1/Pax8/Ptpru/Aldh1a2/Slc1a3/Snai2/Spp1/Cpeb3/Unc5d/Tbx2/Tbx3/Wfikkn1/Tec/Tmod1/Tph1/Tshr/Vtn/Wisp1/Wnt4/Wnt7a/Wt1/Prdm6/Cyp26b1/A2m/Apob/Grem1/Grin3a/Plxna4/Nfkbid/Shank1/Olfm2/Amot/Olig2/Irx5/Smad9/Heyl/Nupr1/Cacna2d2/Lgi1/Tbx20/Smoc1/Rab32/Bambi/Prdm16/Atoh8/Fam101a/Bhlhe41/Bcl9l/Wnt16",98
"GO:0044767","GO:0044767","single-organism developmental process","122/242","3873/13233",2.62180053972264e-12,4.77443677233702e-10,3.46281024193838e-10,"Unc5a/Unc5b/Dio3/Bmp3/Chrna3/Slc8a3/Dok4/Tle6/Adcyap1r1/Adra1a/Alx3/Alx4/Arl4a/Barx1/Barx2/Bmp7/Cldn1/Clu/Cobl/Col9a1/Col1a1/Cux2/Dlx3/Dmpk/Ecm1/Nr2f1/Evx1/Evx2/Eya2/Fgf15/Fgf4/Fgfr3/Fgfr4/Gata3/Gata4/Gata5/Gata6/Gdf10/Gfra3/Gng8/Hand1/Hand2/Hhip/Hoxa13/Ibsp/Id1/Id2/Id3/Igfbp5/Il15/Irx3/Isl1/Lrrn1/Smad6/Smad7/Mbp/Msx1/Msx2/Myf5/Nbl1/Ngf/Nkx3-1/Nog/Nptx1/Pax1/Pax8/Pax9/Ptpru/Aldh1a2/Prrx2/Sct/Slc1a3/Snai2/Spp1/Cpeb3/Unc5d/Tbx2/Tbx3/Wfikkn1/Stox1/Agap2/Adamts2/Tec/Tmod1/Tph1/Tshr/Vtn/Wisp1/Wnt4/Wnt7a/Wt1/Prdm6/Cyp26b1/A2m/Apob/Grem1/Dusp5/Grin3a/Lrrtm4/Plxna4/Nfkbid/Shank1/Olfm2/Amot/Olig2/Irx5/Smad9/Heyl/Nupr1/Cacna2d2/Lgi1/Tbx20/Smoc1/Rab32/Bambi/Prdm16/Atoh8/Fam101a/Bhlhe41/Bcl9l/Sp6/Wnt16",122
"GO:0007275","GO:0007275","multicellular organismal development","110/242","3325/13233",3.58653052486017e-12,6.2046978080081e-10,4.50015198487718e-10,"Unc5a/Unc5b/Bmp3/Chrna3/Slc8a3/Dok4/Tle6/Adcyap1r1/Adra1a/Alx3/Alx4/Barx1/Barx2/Bmp7/Cldn1/Clu/Cobl/Col9a1/Col1a1/Cux2/Dlx3/Ecm1/Nr2f1/Evx1/Evx2/Eya2/Fgf15/Fgf4/Fgfr3/Fgfr4/Gata3/Gata4/Gata5/Gata6/Gfra3/Gng8/Hand1/Hand2/Hhip/Hoxa13/Ibsp/Id1/Id2/Id3/Igfbp5/Il15/Irx3/Isl1/Lrrn1/Smad6/Smad7/Mbp/Msx1/Msx2/Myf5/Nbl1/Ngf/Nkx3-1/Nog/Nptx1/Pax1/Pax8/Pax9/Aldh1a2/Prrx2/Sct/Slc1a3/Snai2/Spp1/Cpeb3/Unc5d/Tbx2/Tbx3/Wfikkn1/Stox1/Agap2/Adamts2/Tph1/Tshr/Vtn/Wisp1/Wnt4/Wnt7a/Wt1/Prdm6/Cyp26b1/Apob/Grem1/Dusp5/Grin3a/Lrrtm4/Plxna4/Nfkbid/Shank1/Amot/Olig2/Irx5/Smad9/Heyl/Nupr1/Lgi1/Tbx20/Smoc1/Bambi/Prdm16/Atoh8/Fam101a/Bcl9l/Sp6/Wnt16",110
"GO:0032502","GO:0032502","developmental process","122/242","3902/13233",4.57495434524839e-12,7.53778192121878e-10,5.46701311231688e-10,"Unc5a/Unc5b/Dio3/Bmp3/Chrna3/Slc8a3/Dok4/Tle6/Adcyap1r1/Adra1a/Alx3/Alx4/Arl4a/Barx1/Barx2/Bmp7/Cldn1/Clu/Cobl/Col9a1/Col1a1/Cux2/Dlx3/Dmpk/Ecm1/Nr2f1/Evx1/Evx2/Eya2/Fgf15/Fgf4/Fgfr3/Fgfr4/Gata3/Gata4/Gata5/Gata6/Gdf10/Gfra3/Gng8/Hand1/Hand2/Hhip/Hoxa13/Ibsp/Id1/Id2/Id3/Igfbp5/Il15/Irx3/Isl1/Lrrn1/Smad6/Smad7/Mbp/Msx1/Msx2/Myf5/Nbl1/Ngf/Nkx3-1/Nog/Nptx1/Pax1/Pax8/Pax9/Ptpru/Aldh1a2/Prrx2/Sct/Slc1a3/Snai2/Spp1/Cpeb3/Unc5d/Tbx2/Tbx3/Wfikkn1/Stox1/Agap2/Adamts2/Tec/Tmod1/Tph1/Tshr/Vtn/Wisp1/Wnt4/Wnt7a/Wt1/Prdm6/Cyp26b1/A2m/Apob/Grem1/Dusp5/Grin3a/Lrrtm4/Plxna4/Nfkbid/Shank1/Olfm2/Amot/Olig2/Irx5/Smad9/Heyl/Nupr1/Cacna2d2/Lgi1/Tbx20/Smoc1/Rab32/Bambi/Prdm16/Atoh8/Fam101a/Bhlhe41/Bcl9l/Sp6/Wnt16",122
"GO:0071495","GO:0071495","cellular response to endogenous stimulus","40/242","649/13233",1.03473041251065e-11,1.58266259970537e-09,1.14787576443493e-09,"Slc8a3/Bmp7/Col1a1/Nr2f1/Fgf15/Fgf4/Fgfr3/Fgfr4/Gata3/Gata4/Gata5/Gata6/Hhip/Hoxa13/Id1/Igfbp5/Smad6/Smad7/Msx1/Msx2/Nbl1/Ngf/Nkx3-1/Nog/Pax8/Snai2/Baiap2l2/Cpeb3/Trh/Tshr/Wnt4/Wt1/Grem1/Avpr1b/Grb14/Smad9/Bambi/Prdm16/Zcchc12/Bcl9l",40
"GO:0007165","GO:0007165","signal transduction","104/242","3104/13233",1.05205895356137e-11,1.58266259970537e-09,1.14787576443493e-09,"Unc5a/Unc5b/Chrnb4/Bmp3/Chrna3/Dok4/Adcyap1r1/Adra1a/Arl4a/Barx1/Bmp7/Clu/Col1a1/Dmpk/Ecm1/Nr2f1/Eya2/Fgf15/Fgf4/Fgfr3/Fgfr4/Gabre/Gata3/Gata4/Gata6/Gdf10/Gfra3/Gna14/Gng4/Gng8/Gpr50/Hand2/Hhip/Hoxa13/Id1/Igfbp5/Il15/Isl1/Blnk/Smad6/Smad7/Msx1/Msx2/Nbl1/Ngf/Nkx3-1/Nog/Ntsr1/Oprk1/Plcb2/Ptpru/Aldh1a2/Rasd1/Rgs5/Prrx2/Scg5/Snai2/Baiap2l2/Unc5d/Tbx2/Stox1/Agap2/Tec/Arl5c/Tle2/Trh/Tshr/Wisp1/Wnt4/Wnt7a/Cyp26b1/Grem1/Rxfp3/Dusp5/Grin3a/Grip2/Plxna4/Nfkbid/Shank1/Avpr1b/Irf5/Amot/Lmcd1/Pkd2l1/Lgr6/Susd5/Grb14/Irf7/Rasa4/Smad9/Heyl/Nupr1/Tbx20/Rab37/Smoc1/Rab32/Bambi/Asb12/Prdm16/Atoh8/Zcchc12/Rasgef1c/Bcl9l/Wnt16",104
